Geneid,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000028203.19,4779,5004,5599,6749,1377,495,473,1278
ENSG00000028277.22,30,36,16,12,180,72,62,214
ENSG00000028310.18,1103,1204,1164,1494,322,106,183,463
ENSG00000028528.15,3493,3949,4034,4959,1105,416,488,1194
ENSG00000028839.10,1258,1313,753,969,396,157,175,470
ENSG00000029153.15,714,738,322,431,5583,1873,1734,4791
ENSG00000029363.17,12501,14589,10770,11138,3790,1163,1215,3406
ENSG00000029364.12,3258,3920,3304,4112,6315,2217,2196,5920
ENSG00000029534.22,367,328,257,277,22,6,25,56
ENSG00000029559.7,59,115,4,7,0,0,0,0
ENSG00000029639.11,311,308,309,347,233,71,95,260
ENSG00000029725.17,3977,4517,4081,4401,542,148,189,651
ENSG00000029993.15,2605,2829,2412,3144,1097,400,445,1167
ENSG00000030066.14,2325,2894,2837,2635,1812,596,865,2114
ENSG00000030110.14,201,267,213,323,210,81,96,260
ENSG00000030304.15,9,9,9,4,1,4,1,8
ENSG00000030419.17,200,212,248,225,444,145,88,220
ENSG00000030582.19,1714,1935,1441,2211,5706,2345,1079,3128
ENSG00000031003.11,2155,2915,2261,2439,1086,323,201,596
ENSG00000031081.11,80,59,48,48,928,282,397,1105
ENSG00000031691.7,409,545,453,413,505,198,187,509
ENSG00000031698.13,8015,8639,10355,16169,2681,893,1088,3129
ENSG00000031823.14,2628,3245,2324,3047,1483,500,690,1863
ENSG00000032219.19,1813,1904,1412,1490,1465,398,394,1055
ENSG00000032389.13,363,446,510,761,158,41,87,182
ENSG00000032444.17,1436,1702,934,1590,1116,385,371,951
ENSG00000032742.18,847,956,1059,1045,496,170,162,480
ENSG00000033011.14,382,527,639,788,231,64,155,356
ENSG00000033030.16,1185,1391,1517,1808,466,152,206,585
ENSG00000033050.9,551,708,559,922,203,74,138,335
ENSG00000033100.17,648,819,432,892,519,224,190,483
ENSG00000033122.21,122,148,82,114,34,12,19,42
ENSG00000033170.17,750,805,769,922,5086,1628,2461,6819
ENSG00000033178.13,4333,5061,4056,3814,7738,2572,1736,4836
ENSG00000033327.13,540,566,273,372,143,47,80,178
ENSG00000033627.18,2595,3085,2616,3335,7,9,5,14
ENSG00000033800.14,4007,4622,2121,2362,1837,583,602,1887
ENSG00000033867.18,3384,4063,2960,2814,1931,687,807,2339
ENSG00000034053.15,1392,1648,1118,1632,402,105,168,390
ENSG00000034152.20,811,1013,1555,2576,131,39,109,243
ENSG00000034239.11,0,0,0,0,7,1,6,9
ENSG00000034510.6,10431,12303,4100,7130,16623,6211,5855,13758
ENSG00000034533.12,324,400,573,570,265,98,96,303
ENSG00000034677.13,1278,1408,1079,1254,2008,603,441,1171
ENSG00000034693.15,1614,1866,1038,1178,698,244,205,600
ENSG00000034713.8,1770,2219,1976,2534,623,246,243,521
ENSG00000034971.17,0,1,0,0,0,0,0,0
ENSG00000035115.22,721,868,619,564,131,55,53,129
ENSG00000035141.10,2963,3652,3534,4238,2313,643,816,2200
ENSG00000035403.18,6623,7799,7438,8131,25497,9274,9984,26578
ENSG00000035499.13,957,1008,889,1045,1024,347,378,980
ENSG00000035664.11,127,112,117,235,40,8,8,45
ENSG00000035681.10,2420,2745,2339,2866,639,145,195,629
ENSG00000035687.10,2285,2643,2518,2692,1472,426,600,1591
ENSG00000035720.8,11,14,0,1,3,1,0,2
ENSG00000035862.13,2187,2185,1603,2115,1664,531,521,1653
ENSG00000035928.17,7833,9100,8779,8710,1500,350,383,1059
ENSG00000036054.13,1494,1851,1559,1567,2270,804,649,1702
ENSG00000036257.14,2358,2765,2492,2706,1654,526,568,1622
ENSG00000036448.10,128,164,134,152,1,1,0,0
ENSG00000036473.9,0,0,0,0,4,2,0,6
ENSG00000036530.9,256,266,146,175,14,3,3,24
ENSG00000036549.13,3382,4100,3795,3909,2375,762,837,2465
ENSG00000036565.15,0,0,0,0,0,0,0,0
ENSG00000036672.16,230,244,187,223,66,24,51,103
ENSG00000036828.17,3,12,1,3,0,0,0,0
ENSG00000037042.9,1404,1362,775,1054,124,58,77,174
ENSG00000037241.7,810,920,977,1252,269,85,145,330
ENSG00000037280.16,90,94,168,231,22,6,10,30
ENSG00000037474.15,6253,7667,6487,6931,542,157,190,592
ENSG00000037637.11,947,1091,666,991,741,256,160,459
ENSG00000037749.13,2655,3356,2743,2972,924,303,337,784
ENSG00000037757.14,291,407,362,472,266,99,149,366
ENSG00000037897.17,502,639,1034,1283,130,50,114,331
ENSG00000037965.6,21,26,8,8,105,38,67,223
ENSG00000038002.9,1081,1095,1359,1694,866,311,260,742
ENSG00000038210.14,3883,4621,3316,3145,311,93,78,227
ENSG00000038219.13,4207,4587,3558,3521,628,187,201,591
ENSG00000038274.18,1528,1790,1564,1713,278,82,150,350
ENSG00000038295.8,410,399,395,373,110,31,58,143
ENSG00000038358.15,1816,2055,1580,1923,644,253,319,880
ENSG00000038382.23,3826,4440,1982,2294,2173,674,530,1495
ENSG00000038427.16,4,0,1,0,1918,599,496,1416
ENSG00000038532.17,1726,1977,1299,1647,291,119,130,347
ENSG00000038945.15,4,4,6,5,0,0,0,0
ENSG00000039068.20,28940,34047,29405,34235,287,93,51,151
ENSG00000039123.16,3438,3935,4270,4647,1512,461,548,1553
ENSG00000039139.11,1007,1136,1008,1099,157,60,82,241
ENSG00000039319.17,3182,3865,3281,3120,1475,414,385,1150
ENSG00000039523.20,3114,3385,2626,3855,559,192,146,414
ENSG00000039537.16,1,4,2,5,0,0,0,0
ENSG00000039560.14,1296,1449,1973,2242,10444,3654,3596,9854
ENSG00000039600.11,0,0,0,0,4,0,3,10
ENSG00000039650.12,1058,1204,814,1057,261,113,147,325
ENSG00000039987.7,3,11,6,4,3,0,0,7
ENSG00000040199.18,1049,1312,891,888,1026,378,451,1163
ENSG00000040275.17,1876,2386,2156,2190,1680,508,617,1622
ENSG00000040341.18,2303,2520,2348,2647,1803,695,800,2109
ENSG00000040487.13,183,190,134,215,269,96,125,331
ENSG00000040531.16,601,694,531,731,114,42,84,185
ENSG00000040608.14,123,112,119,232,158,70,77,191
ENSG00000040633.13,3024,3654,2975,3947,1104,376,462,1259
ENSG00000040731.10,0,0,1,0,3,0,2,4
ENSG00000040933.17,905,954,941,1109,465,138,201,523
ENSG00000041353.10,313,396,1280,1101,1295,407,503,1383
ENSG00000041357.16,7955,9402,9025,11467,1706,579,649,1688
ENSG00000041515.16,4,0,4,1,3,2,1,2
ENSG00000041802.11,2631,3144,2729,2835,407,119,222,685
ENSG00000041880.15,2320,2427,1226,1585,90,45,42,123
ENSG00000041982.17,260,383,26,29,873,263,369,986
ENSG00000041988.16,512,492,423,641,251,94,155,385
ENSG00000042062.13,0,3,5,10,15,7,5,22
ENSG00000042088.14,1197,1482,1106,1381,756,264,280,759
ENSG00000042286.15,137,145,96,136,318,108,174,405
ENSG00000042304.14,0,0,0,0,0,0,0,0
ENSG00000042317.17,570,633,593,724,200,89,83,254
ENSG00000042429.12,125,167,101,166,135,50,67,173
ENSG00000042445.14,2047,2219,2238,2739,717,249,246,836
ENSG00000042493.16,48,55,18,21,547,228,270,630
ENSG00000042753.12,1650,2002,2063,2775,1092,429,488,1248
ENSG00000042781.14,7,17,26,21,35,8,17,34
ENSG00000042813.8,0,0,0,0,0,0,0,0
ENSG00000042832.12,36,56,19,18,6,3,4,15
ENSG00000042980.14,387,555,59,56,50,16,14,55
ENSG00000043039.7,239,230,29,35,48,24,1,25
ENSG00000043093.15,3451,3780,4404,4361,2284,701,700,2101
ENSG00000043143.22,370,448,287,419,612,170,280,767
ENSG00000043355.12,814,902,1083,1166,109,45,39,126
ENSG00000043462.13,10,5,30,34,1,0,0,1
ENSG00000043514.17,1516,1943,1465,1679,247,72,92,269
ENSG00000043591.6,28,32,40,47,18,10,5,13
ENSG00000044012.4,0,0,0,1,0,0,0,0
ENSG00000044090.13,1051,1110,764,1121,249,111,119,315
ENSG00000044115.21,17221,19621,13375,15274,4,1,4,12
ENSG00000044446.12,881,1093,1225,1221,1043,422,427,1147
ENSG00000044459.15,1398,1593,1545,1407,446,141,177,475
ENSG00000044524.11,970,1007,1081,1071,489,183,17,74
ENSG00000044574.9,38130,50324,46662,48351,4320,1552,1377,3879
ENSG00000046604.15,11858,13728,8023,8230,4704,1748,1390,3945
ENSG00000046647.15,618,727,663,864,267,124,184,411
ENSG00000046651.16,1166,1270,1264,1342,1512,569,535,1411
ENSG00000046653.15,134,149,175,158,82,30,29,95
ENSG00000046774.10,258,289,260,408,0,0,0,0
ENSG00000046889.19,45,35,61,64,45,18,36,110
ENSG00000047056.18,762,883,848,1009,147,62,59,162
ENSG00000047188.16,5285,6343,5822,5789,1513,489,615,1810
ENSG00000047230.15,1299,1565,1659,1740,1367,534,760,1861
ENSG00000047249.18,1532,1622,1167,1630,213,63,82,201
ENSG00000047315.17,9715,11538,9393,10162,7688,2346,2648,6841
ENSG00000047346.13,2251,2735,3311,3303,158,55,50,136
ENSG00000047365.13,364,475,462,547,345,76,133,416
ENSG00000047410.14,10023,11211,10070,10027,1419,474,543,1574
ENSG00000047457.14,102,117,206,199,16,6,5,11
ENSG00000047578.14,1741,1985,1717,1992,338,132,182,397
ENSG00000047579.20,343,327,456,576,25,24,20,69
ENSG00000047597.7,0,0,0,0,538,173,275,691
ENSG00000047617.18,13,30,14,23,4,1,3,12
ENSG00000047621.12,758,964,1379,1421,753,253,313,726
ENSG00000047634.15,4324,4701,3955,4072,2108,720,979,2708
ENSG00000047644.20,1168,1324,1896,2499,527,175,265,860
ENSG00000047648.23,9864,10501,3437,3653,1076,369,377,1074
ENSG00000047662.5,13,8,69,90,7,1,3,12
ENSG00000047849.22,12774,14638,13005,15441,6973,2395,1472,4141
ENSG00000047932.14,2061,2378,2252,2537,389,126,163,422
ENSG00000047936.11,0,1,1,0,19,6,3,6
ENSG00000048028.12,2407,2520,1090,1208,1584,481,382,1128
ENSG00000048052.25,13,24,12,3,861,320,348,960
ENSG00000048140.18,1420,1679,1269,1988,767,277,367,882
ENSG00000048162.22,1152,1597,1686,2123,419,141,300,785
ENSG00000048342.18,443,498,726,992,173,56,97,262
ENSG00000048392.13,8297,8607,4330,4460,1212,418,597,1535
ENSG00000048405.11,1120,1347,1286,1263,923,314,285,857
ENSG00000048462.11,0,2,5,1,2,2,0,1
ENSG00000048471.14,640,779,638,831,264,87,56,181
ENSG00000048540.16,1,6,1,5,33,5,8,19
ENSG00000048544.7,1716,1816,1969,2133,2135,732,993,2652
ENSG00000048545.18,0,2,0,0,0,0,0,1
ENSG00000048649.14,3978,4506,3778,3841,974,328,283,882
ENSG00000048707.15,3693,3896,2566,2733,2505,848,753,1988
ENSG00000048740.19,4,9,1,3,166,56,91,286
ENSG00000048828.18,8170,8738,11149,15239,3851,1409,1277,3780
ENSG00000048991.18,4477,4838,4832,5845,2122,668,739,2222
ENSG00000049089.15,166,172,261,342,13,7,4,16
ENSG00000049130.16,67,102,135,166,105,35,49,160
ENSG00000049167.16,574,701,624,751,242,91,92,282
ENSG00000049192.15,15,23,7,5,118,46,24,64
ENSG00000049239.13,1763,1921,1750,2345,165,65,75,214
ENSG00000049245.13,3048,3731,3290,4329,2517,848,742,2279
ENSG00000049246.15,894,948,694,706,112,34,84,200
ENSG00000049247.14,0,1,2,0,1,1,0,0
ENSG00000049249.10,0,5,27,14,444,156,175,424
ENSG00000049283.19,1834,2348,1688,2292,26,7,16,50
ENSG00000049323.16,236,208,191,256,4112,1398,1541,4148
ENSG00000049449.10,2053,2459,2780,3041,1739,562,598,1714
ENSG00000049540.19,50,32,36,51,3,2,1,5
ENSG00000049541.11,1263,1535,1721,2021,335,120,181,476
ENSG00000049618.25,2769,3212,2772,3214,1597,566,600,1642
ENSG00000049656.14,2078,2515,2558,3728,814,314,436,1062
ENSG00000049759.20,16682,19298,9699,11253,4313,1438,1353,3785
ENSG00000049768.18,50,58,163,226,2,1,2,3
ENSG00000049769.14,270,380,126,189,33,10,13,39
ENSG00000049860.14,3181,3591,4907,5939,1176,348,406,1031
ENSG00000049883.15,1624,1980,2371,2676,384,132,198,531
ENSG00000050030.16,631,723,226,217,4,2,3,6
ENSG00000050130.18,2113,2499,2285,2231,3416,1180,1101,2844
ENSG00000050165.19,0,1,2,3,14,7,11,18
ENSG00000050327.15,282,321,235,340,88,26,42,98
ENSG00000050344.9,547,653,566,576,3487,1190,1459,3844
ENSG00000050393.12,1875,1928,1997,2380,887,317,425,1176
ENSG00000050405.14,2240,2750,2279,2725,4916,1415,1666,4384
ENSG00000050426.16,987,1173,1633,2135,174,70,128,298
ENSG00000050438.17,14,7,3,26,587,182,224,634
ENSG00000050555.19,51,38,37,82,58,36,24,65
ENSG00000050628.21,20,25,6,5,8,0,1,4
ENSG00000050730.16,0,0,0,0,5,7,7,13
ENSG00000050748.18,2794,3195,2618,3143,851,329,340,1069
ENSG00000050767.18,43,45,32,51,1,1,0,4
ENSG00000050820.17,2548,2982,2361,3068,1060,407,398,1014
ENSG00000051009.11,1026,1170,1285,1604,340,125,164,372
ENSG00000051108.15,3294,4020,4370,5209,1319,442,364,1050
ENSG00000051128.19,490,539,333,474,40,9,17,58
ENSG00000051180.17,346,411,607,619,330,112,160,349
ENSG00000051341.15,3096,3773,2660,2449,859,218,278,894
ENSG00000051382.10,2412,2904,3551,3971,1041,325,359,941
ENSG00000051523.12,0,2,2,3,0,0,1,2
ENSG00000051596.10,611,183,599,259,82,29,40,85
ENSG00000051620.11,7683,9102,6083,6805,1901,576,512,1374
ENSG00000051825.15,3621,4492,5154,5039,1745,552,659,1840
ENSG00000052126.17,1847,2083,1852,2006,1517,488,539,1422
ENSG00000052344.16,2572,2663,2625,3914,5,3,9,22
ENSG00000052723.12,3473,3964,3300,3380,2519,912,1020,2787
ENSG00000052749.15,1304,1612,1460,2266,151,68,162,404
ENSG00000052795.13,1397,1539,966,1137,664,247,180,523
ENSG00000052802.13,1357,1550,1506,2070,2005,795,688,1682
ENSG00000052841.16,3788,4123,3983,4333,1849,607,639,1833
ENSG00000052850.8,147,134,160,265,97,46,81,184
ENSG00000053108.18,24,11,2,25,3,3,3,5
ENSG00000053254.16,1974,2252,1600,1855,1622,483,408,1182
ENSG00000053328.9,1,0,1,1,1,3,2,2
ENSG00000053371.14,768,843,966,1491,643,272,283,722
ENSG00000053372.5,598,713,861,1167,878,335,630,1485
ENSG00000053438.11,203,249,90,126,28,8,10,22
ENSG00000053501.15,510,550,656,853,32,10,25,60
ENSG00000053524.13,37,41,34,50,267,103,45,202
ENSG00000053702.15,14,20,24,32,6,2,3,8
ENSG00000053747.17,5776,6705,10474,11382,7914,3328,1460,4068
ENSG00000053770.12,2022,2346,2083,2222,1606,451,552,1466
ENSG00000053900.11,1341,1618,1606,1578,474,171,194,510
ENSG00000053918.20,95,120,61,75,11,9,4,13
ENSG00000054116.12,1795,2000,1817,2560,399,122,191,481
ENSG00000054118.15,17016,19512,16565,19246,484,132,208,548
ENSG00000054148.18,1158,1224,1108,1652,463,186,237,517
ENSG00000054179.12,730,682,239,422,5,6,2,5
ENSG00000054219.11,0,2,1,2,1,0,0,1
ENSG00000054267.22,5181,6064,4237,3987,589,204,170,459
ENSG00000054277.14,15,7,9,12,133,48,34,100
ENSG00000054282.16,1320,1567,1400,1640,711,225,287,752
ENSG00000054356.14,239,239,15,17,59,29,1,3
ENSG00000054392.13,144,140,119,222,127,46,61,164
ENSG00000054523.20,5144,6183,5031,5487,2062,664,709,1846
ENSG00000054598.9,39,35,44,45,625,198,203,549
ENSG00000054611.14,641,607,564,891,336,132,98,266
ENSG00000054654.20,2369,2689,2979,3009,1222,411,449,1336
ENSG00000054690.14,2171,2349,2768,3029,387,115,124,382
ENSG00000054793.14,2734,3129,3054,3396,275,90,158,431
ENSG00000054796.13,0,0,0,0,0,0,0,0
ENSG00000054803.4,0,0,0,0,0,0,0,0
ENSG00000054938.17,1,2,0,0,1,1,0,2
ENSG00000054965.11,3235,3629,2239,2667,2411,883,595,1774
ENSG00000054967.13,198,211,81,128,222,89,101,206
ENSG00000054983.17,0,0,1,0,0,0,0,0
ENSG00000055044.11,2875,3519,4893,5240,1852,614,800,2010
ENSG00000055070.17,3750,4381,3581,4525,1329,507,708,1832
ENSG00000055118.18,303,294,103,190,36,10,29,60
ENSG00000055130.18,3473,4278,3318,3424,2024,561,647,1678
ENSG00000055147.19,1686,1975,2399,2774,553,185,200,657
ENSG00000055163.21,3731,3886,3013,4144,147,55,99,264
ENSG00000055208.20,4979,5389,3739,3908,3217,987,847,2447
ENSG00000055211.14,1067,1342,1268,1397,736,256,280,693
ENSG00000055332.19,3933,4824,5266,5331,1064,367,569,1785
ENSG00000055483.20,2393,2530,1945,2457,693,260,387,1036
ENSG00000055609.21,8528,10045,5310,5953,3135,1009,645,1840
ENSG00000055732.13,6,3,5,9,232,84,142,357
ENSG00000055813.6,159,159,16,21,7,0,3,6
ENSG00000055917.17,6025,6947,5940,6088,2376,769,771,2259
ENSG00000055950.17,855,979,876,1239,847,288,408,973
ENSG00000055955.17,8,10,16,21,1,3,0,5
ENSG00000055957.11,1,2,3,1,0,0,0,0
ENSG00000056050.7,1140,1294,1893,2379,271,100,149,335
ENSG00000056097.16,9830,11535,8376,9080,6667,2157,2447,7255
ENSG00000056277.16,601,666,522,503,253,99,119,386
ENSG00000056291.19,2,0,1,0,1,1,0,2
ENSG00000056487.17,18,39,10,28,8,4,6,18
ENSG00000056558.11,4,10,32,19,87,30,67,121
ENSG00000056586.16,5163,6378,4909,5506,3406,1149,1237,3263
ENSG00000056736.10,1641,1819,1292,1213,120,30,54,160
ENSG00000056972.21,642,766,727,904,343,119,185,467
ENSG00000056998.21,252,294,251,364,123,43,80,195
ENSG00000057019.16,263,334,420,437,47708,15707,15182,43869
ENSG00000057149.16,0,0,0,0,4,1,5,14
ENSG00000057252.13,1550,1937,1712,1772,779,229,265,781
ENSG00000057294.19,809,968,532,646,159,43,39,96
ENSG00000057468.7,33,29,50,41,13,1,7,16
ENSG00000057593.14,9,22,7,15,0,0,0,0
ENSG00000057608.18,12108,15250,16818,16605,1661,461,622,1583
ENSG00000057657.17,56,53,21,18,173,64,17,47
ENSG00000057663.16,1900,2036,1691,1586,1577,551,417,1150
ENSG00000057704.13,98,133,73,99,435,129,117,333
ENSG00000057757.10,1537,2012,1506,1793,588,231,240,604
ENSG00000057935.14,2575,2921,2541,3048,758,251,263,734
ENSG00000058056.10,308,332,484,579,196,73,105,313
ENSG00000058063.17,7111,8136,7421,6820,3074,1102,887,2613
ENSG00000058085.15,6,15,8,3,3152,1111,1110,2922
ENSG00000058091.17,2264,2593,1540,1539,1179,375,337,892
ENSG00000058262.11,14209,15933,14233,19244,4392,1471,1660,4215
ENSG00000058272.19,5766,6760,5479,5472,945,284,319,995
ENSG00000058335.16,225,231,14,18,1,2,0,4
ENSG00000058404.21,870,898,905,1497,7,3,8,20
ENSG00000058453.17,379,383,306,568,5,5,5,21
ENSG00000058600.16,1188,1483,1600,2008,255,88,180,462
ENSG00000058668.16,5440,6120,4147,4164,6973,2525,1706,4728
ENSG00000058673.17,67,62,41,21,21,8,6,11
ENSG00000058729.11,1168,1457,1586,1806,869,251,378,949
ENSG00000058799.15,1260,1479,1631,2072,580,226,229,595
ENSG00000058804.12,4660,4885,4563,5148,4397,1532,1510,4311
ENSG00000058866.15,1,1,8,9,604,240,165,451
ENSG00000059122.17,718,771,801,1249,96,34,67,192
ENSG00000059145.19,688,771,835,1053,195,75,117,261
ENSG00000059377.19,233,269,267,338,99,32,51,162
ENSG00000059378.13,1013,1234,1295,1607,353,137,215,544
ENSG00000059573.9,6049,7369,5713,8061,1839,631,542,1500
ENSG00000059588.10,1431,1465,1980,2121,333,106,134,404
ENSG00000059691.12,813,1002,1182,1287,374,140,187,445
ENSG00000059728.11,1005,1068,738,949,382,95,81,241
ENSG00000059758.8,677,731,445,523,1393,486,373,1055
ENSG00000059769.20,1085,1259,1198,1215,482,136,140,380
ENSG00000059804.18,201,215,37,65,80,39,9,24
ENSG00000059915.17,77,76,67,120,6,4,2,6
ENSG00000060069.18,791,992,543,762,293,116,62,183
ENSG00000060138.13,9318,10284,10742,12269,2157,682,961,2559
ENSG00000060140.9,726,807,743,879,54,33,22,45
ENSG00000060237.19,16191,18053,11347,12912,1873,523,596,1871
ENSG00000060303.5,2,0,1,0,3,0,0,0
ENSG00000060339.14,13767,15760,13570,14645,754,233,252,798
ENSG00000060491.17,1675,1970,1350,2043,1097,408,661,1506
ENSG00000060558.4,0,1,0,3,5,0,0,1
ENSG00000060566.14,0,0,0,2,12,1,6,27
ENSG00000060642.12,797,1000,1140,1278,491,200,180,421
ENSG00000060656.20,2743,3038,1335,1818,295,111,135,366
ENSG00000060688.13,1903,2296,2000,2548,1116,401,497,1351
ENSG00000060709.17,2,0,1,3,15,10,7,24
ENSG00000060718.22,30,43,44,42,3,4,1,4
ENSG00000060749.17,2879,3416,2674,2860,2651,777,945,2734
ENSG00000060762.20,741,906,622,758,423,113,151,501
ENSG00000060971.19,1824,2262,1807,2502,287,99,190,385
ENSG00000060982.15,57,31,93,94,2468,721,921,2604
ENSG00000061273.18,1256,1403,1098,1450,1192,500,489,1118
ENSG00000061337.16,46,32,38,35,20,17,47,80
ENSG00000061455.11,5,8,14,7,39,17,20,61
ENSG00000061492.12,0,0,0,0,0,0,0,0
ENSG00000061656.11,67,75,37,47,569,273,58,150
ENSG00000061676.16,7466,8475,6731,6747,2702,824,794,2117
ENSG00000061794.13,3183,3879,5089,5993,1951,652,883,2266
ENSG00000061918.14,18,27,13,22,241,78,162,509
ENSG00000061936.10,3127,3499,2410,2849,484,169,172,548
ENSG00000061938.21,1450,1558,1558,2672,172,50,63,224
ENSG00000061987.16,2968,3524,3109,3150,989,361,340,1003
ENSG00000062038.15,4,5,7,10,87,39,35,107
ENSG00000062096.15,1,0,0,1,0,0,0,0
ENSG00000062194.16,3890,4451,4070,4641,1168,469,456,1206
ENSG00000062282.15,222,262,212,444,517,185,212,544
ENSG00000062370.17,212,240,179,253,189,54,68,135
ENSG00000062485.19,11658,13382,13547,16915,4581,1500,1767,4696
ENSG00000062524.16,1,2,1,7,7,1,1,5
ENSG00000062582.14,15,17,11,13,15,2,10,10
ENSG00000062598.18,1388,1593,1427,1776,785,307,387,1028
ENSG00000062650.20,2125,2531,2195,2340,344,117,120,324
ENSG00000062716.13,5406,5769,8080,10573,6271,2050,2002,5691
ENSG00000062725.10,3519,4150,4085,4805,2488,766,728,1952
ENSG00000062822.16,1087,1325,750,983,364,117,179,427
ENSG00000063015.21,4,9,8,6,1,2,2,9
ENSG00000063046.18,16712,19920,23401,25314,4956,1743,1842,4827
ENSG00000063127.16,131,130,47,57,1,2,2,1
ENSG00000063169.12,538,620,369,585,54,20,23,67
ENSG00000063176.16,839,903,537,686,187,63,64,244
ENSG00000063177.13,2401,2844,3024,5515,3268,1297,1708,4233
ENSG00000063180.9,773,706,184,272,13,11,11,20
ENSG00000063241.8,821,958,775,1419,818,272,627,1480
ENSG00000063244.14,11071,13320,10870,13686,2574,890,1328,3267
ENSG00000063245.15,4280,5079,3027,4923,2321,949,788,2114
ENSG00000063322.15,2998,3462,3990,4810,200,94,100,353
ENSG00000063438.20,4,4,1,2,3,1,2,13
ENSG00000063515.3,8,1,3,3,0,0,0,0
ENSG00000063587.15,1376,1601,1329,1422,710,244,337,872
ENSG00000063601.17,2137,2341,1959,2353,1674,571,589,1468
ENSG00000063660.9,668,703,419,734,232,109,106,245
ENSG00000063761.16,221,217,274,400,34,11,22,69
ENSG00000063854.13,1588,1744,1217,2282,45,10,23,77
ENSG00000063978.17,3539,3976,3624,4458,1395,435,479,1251
ENSG00000064012.24,1351,1693,4250,3975,333,111,199,503
ENSG00000064042.18,63663,70406,50278,52982,307,90,83,223
ENSG00000064102.15,2996,3374,2962,3260,1800,611,552,1633
ENSG00000064115.11,2561,3063,3066,3699,1788,617,728,2022
ENSG00000064195.7,271,223,14,35,86,22,23,64
ENSG00000064199.7,507,604,463,601,221,95,80,203
ENSG00000064201.16,5,12,2,2,0,0,0,0
ENSG00000064205.11,2,10,3,3,24,6,3,10
ENSG00000064218.5,1,1,8,5,1,1,3,3
ENSG00000064225.13,178,210,5,5,1316,404,284,931
ENSG00000064270.14,1008,1040,1340,1851,19,11,13,34
ENSG00000064300.9,1,1,4,7,35,17,21,58
ENSG00000064309.16,793,826,370,368,199,81,76,203
ENSG00000064313.13,1734,1961,1891,1970,3484,1174,1161,3681
ENSG00000064393.16,28190,31651,11877,13862,3836,1103,1317,3788
ENSG00000064419.14,3137,3569,3890,4688,1371,490,560,1567
ENSG00000064489.23,0,1,0,1,0,0,1,0
ENSG00000064490.14,514,587,635,1140,104,47,88,209
ENSG00000064545.15,584,647,647,1217,229,115,209,559
ENSG00000064547.14,415,513,588,935,280,98,94,269
ENSG00000064601.21,554,662,721,974,3574,1377,1556,4355
ENSG00000064607.17,6618,7788,6061,7139,1059,359,570,1402
ENSG00000064651.14,2110,2566,2140,2201,1499,467,431,1287
ENSG00000064652.11,309,333,392,414,248,72,91,211
ENSG00000064655.20,65,74,200,321,772,236,166,409
ENSG00000064666.15,1045,1079,448,518,386,155,183,509
ENSG00000064687.13,2167,2507,1174,1672,76,25,33,73
ENSG00000064692.20,10,6,10,7,5,5,3,8
ENSG00000064703.13,903,1099,1092,1284,1204,434,532,1330
ENSG00000064726.10,4258,4611,3980,4978,1917,605,606,1758
ENSG00000064763.12,171,185,181,174,1011,298,316,843
ENSG00000064787.14,241,319,539,694,2,0,0,1
ENSG00000064835.12,0,0,0,0,0,0,1,1
ENSG00000064886.14,1,0,4,4,25,15,4,24
ENSG00000064932.16,2863,3310,2829,4111,816,345,568,1387
ENSG00000064933.19,1165,1480,1640,1645,727,263,318,883
ENSG00000064961.19,4508,4948,5048,6720,1062,437,374,966
ENSG00000064989.13,43,50,14,14,2,0,0,3
ENSG00000064995.19,1913,2205,1960,2377,759,255,348,789
ENSG00000064999.16,1959,2191,1775,2023,319,130,142,365
